Dept1,Dept2,Dept3,Dept4,Dept5,Dept6,Dept7,Dept8,Dept9,Dept10,Dept11,Dept12,Dept13,Dept14,Dept15,Dept16,Dept17,Dept18,Dept19,Dept20,Dept21
50,42,41,62,50,25,74,21,40,37,23,37,41,41,26,21,32,30,35,36,90
