,order,date,market,evaluated_market_balance,price,vol,fee,market_cash_bal,cash_bal,profit,evaluated_balance,desc
0,SETT,2018-10-01T01:59:00,SETT,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,"d_type:HOUR, tais:['ma3_1h', 'ma5_1h', 'ma10_1h', 'ma20_1h', 'ma60_1h', 'ma120_1h', 'ma3_4h', 'ma5_4h', 'ma10_4h', 'ma20_4h', 'ma60_4h', 'ma120_4h', 'ma3', 'ma5', 'ma10', 'ma20', 'ma60', 'ma120', 'ema3_1h', 'ema5_1h', 'ema10_1h', 'ema20_1h', 'ema60_1h', 'ema120_1h', 'ema3_4h', 'ema5_4h', 'ema10_4h', 'ema20_4h', 'ema60_4h', 'ema120_4h', 'ema3', 'ema5', 'ema10', 'ema20', 'ema60', 'ema120', 'trb10_1h', 'trb20_1h', 'trb30_1h', 'trb40_1h', 'trb50_1h', 'trb10_4h', 'trb20_4h', 'trb30_4h', 'trb40_4h', 'trb50_4h', 'trb10', 'trb20', 'trb30', 'trb40', 'trb50', 'macd_1h', 'macd_4h', 'macd', 'macd_s_1h', 'macd_s_4h', 'macd_s', 'rsi14_1h', 'rsi28_1h', 'rsi42_1h', 'rsi14_4h', 'rsi28_4h', 'rsi42_4h', 'rsi14', 'rsi28', 'rsi42', 'plus_di_14', 'plus_di_14_1h', 'plus_di_14_4h', 'plus_di_28', 'plus_di_28_1h', 'plus_di_28_4h', 'plus_di_42', 'plus_di_42_1h', 'plus_di_42_4h', 'minus_di_14', 'minus_di_14_1h', 'minus_di_14_4h', 'minus_di_28', 'minus_di_28_1h', 'minus_di_28_4h', 'minus_di_42', 'minus_di_42_1h', 'minus_di_42_4h']"
1,BUY,2018-10-01T04:59:00,KRW-ETH,3952079.0095047522,260050.0,15.197381309381859,7905.146533019184,15.84396222839132,6040015.843962228,0.0,9992094.85346698,plus_di(22.3459) > minus_di(18.2286)
2,SETT,2018-10-01T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,6040015.843962228,-15810.293066039681,9984189.70693396,"(KRW-ETH:3,952,079(=260050.0x15.197))"
3,SETT,2018-10-01T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,6040015.843962228,-5308.4439609292895,9978881.262973031,"(KRW-ETH:3,946,759(=259700.0x15.197))"
4,SETT,2018-10-01T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,6040015.843962228,2275.0474118273705,9981156.310384858,"(KRW-ETH:3,949,039(=259850.0x15.197))"
5,SETT,2018-10-01T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,6040015.843962228,-34884.060314690694,9946272.250070168,"(KRW-ETH:3,914,085(=257550.0x15.197))"
6,SETT,2018-10-01T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,6040015.843962228,-23508.823255550116,9922763.426814618,"(KRW-ETH:3,890,529(=256000.0x15.197))"
7,SELL,2018-10-02T00:59:00,KRW-ETH,3846221.491040073,254100.0,15.166982745517144,7708.824595833293,6238067.765249115,9886237.335002301,-105857.51846467936,9809197.083754105,plus_di(20.4487) < minus_di(21.1344)
8,SETT,2018-10-02T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9886237.335002301,-36510.67223495431,9886252.754579663,(KRW-ETH:15(=254100.0x0.000))
9,SETT,2018-10-02T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9886237.335002301,0.13653698936104774,9886252.891116653,(KRW-ETH:15(=256350.0x0.000))
10,SETT,2018-10-02T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9886237.335002301,0.10316128097474575,9886252.994277934,(KRW-ETH:15(=258050.0x0.000))
11,BUY,2018-10-02T12:59:00,KRW-ETH,6225590.069421527,257700.0,24.158285096707516,12452.737314948932,24.95851263962686,3648194.5282658255,0.0,9873800.256962985,plus_di(20.366) > minus_di(20.3504)
12,SETT,2018-10-02T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,3648194.5282658245,-24905.495868986472,9861347.498408947,"(KRW-ETH:6,225,605(=257700.0x24.158))"
14,SETT,2018-10-02T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-22027.727429825813,9839319.770979121,(KRW-ETH:40(=257300.0x0.000))
13,SELL,2018-10-02T16:59:00,KRW-ETH,6191084.808769623,257300.0,24.10996248392153,12408.538343387849,7635769.841962889,9839279.337035447,-34505.26065190416,9814433.699413653,plus_di(20.2009) < minus_di(20.2074)
15,SETT,2018-10-02T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.2514353282749653,9839319.519543793,(KRW-ETH:40(=255700.0x0.000))
16,SETT,2018-10-03T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,0.039286769926548004,9839319.558830563,(KRW-ETH:40(=255950.0x0.000))
17,SETT,2018-10-03T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.22000591084361076,9839319.338824652,(KRW-ETH:40(=254550.0x0.000))
18,SETT,2018-10-03T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-1.0450280830264091,9839318.29379657,(KRW-ETH:39(=247900.0x0.000))
19,SETT,2018-10-03T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.06285883113741875,9839318.230937738,(KRW-ETH:38(=247500.0x0.000))
20,SETT,2018-10-03T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,0.2671500351279974,9839318.498087773,(KRW-ETH:39(=249200.0x0.000))
21,SETT,2018-10-04T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.023572061210870743,9839318.474515712,(KRW-ETH:39(=249050.0x0.000))
22,SETT,2018-10-04T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,0.19643384963274002,9839318.670949562,(KRW-ETH:39(=250300.0x0.000))
23,SETT,2018-10-04T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,0.6678750906139612,9839319.338824652,(KRW-ETH:40(=254550.0x0.000))
24,SETT,2018-10-04T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.3142941612750292,9839319.02453049,(KRW-ETH:39(=252550.0x0.000))
25,SETT,2018-10-04T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.047144124284386635,9839318.977386367,(KRW-ETH:39(=252250.0x0.000))
26,SETT,2018-10-05T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,0.2750073913484812,9839319.252393758,(KRW-ETH:39(=254000.0x0.000))
27,SETT,2018-10-05T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.2200059127062559,9839319.032387845,(KRW-ETH:39(=252600.0x0.000))
28,SETT,2018-10-05T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.3300088681280613,9839318.702378977,(KRW-ETH:39(=250500.0x0.000))
29,SETT,2018-10-05T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.055001476779580116,9839318.6473775,(KRW-ETH:39(=250150.0x0.000))
30,SETT,2018-10-05T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,0.5500147789716721,9839319.19739228,(KRW-ETH:39(=253650.0x0.000))
31,SETT,2018-10-06T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,0.031429415568709373,9839319.228821695,(KRW-ETH:39(=253850.0x0.000))
32,SETT,2018-10-06T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9839279.337035447,-0.08643089421093464,9839319.1423908,(KRW-ETH:39(=253300.0x0.000))
33,BUY,2018-10-06T08:59:00,KRW-ETH,7620496.392381554,257900.0,29.548260536570584,15242.898861900347,30.550719435326755,2203540.045791994,0.0,9824076.2435289,plus_di(20.7317) > minus_di(20.1224)
34,SETT,2018-10-06T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,2203540.045791993,-30485.07484723255,9808834.067543568,"(KRW-ETH:7,620,537(=257900.0x29.548))"
35,SETT,2018-10-06T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,2203540.045791993,-36861.6422147695,9771972.425328799,"(KRW-ETH:7,583,601(=256650.0x29.548))"
36,SETT,2018-10-06T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,2203540.045791993,26540.382394634187,9798512.807723433,"(KRW-ETH:7,610,195(=257550.0x29.548))"
37,SELL,2018-10-06T20:59:00,KRW-ETH,7525294.708209986,255700.0,29.48915662473693,15082.64073524695,8397896.566343615,9728834.754001979,-95201.68417156767,9688228.482816618,plus_di(19.9784) < minus_di(20.3258)
38,SETT,2018-10-06T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,-69607.70215909183,9728905.105564341,(KRW-ETH:70(=255700.0x0.000))
39,SETT,2018-10-07T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,-0.027513321489095688,9728905.07805102,(KRW-ETH:70(=255600.0x0.000))
40,SETT,2018-10-07T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,0.08253996260464191,9728905.160590982,(KRW-ETH:70(=255900.0x0.000))
41,SETT,2018-10-07T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,-0.577779745683074,9728904.582811236,(KRW-ETH:69(=253800.0x0.000))
42,SETT,2018-10-07T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,-0.2476198896765709,9728904.335191347,(KRW-ETH:69(=252900.0x0.000))
43,SETT,2018-10-08T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,0.19259324856102467,9728904.527784595,(KRW-ETH:69(=253600.0x0.000))
44,SETT,2018-10-08T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,0.7841296549886465,9728905.31191425,(KRW-ETH:70(=256450.0x0.000))
45,SETT,2018-10-08T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,-0.34391651675105095,9728904.967997734,(KRW-ETH:70(=255200.0x0.000))
46,SETT,2018-10-08T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9728834.754001979,-0.19259324856102467,9728904.775404485,(KRW-ETH:70(=254500.0x0.000))
47,BUY,2018-10-08T20:59:00,KRW-ETH,8381098.672686525,256450.0,32.6812192344961,16764.29366820327,33.59998888708651,1330971.787647251,0.0,9712140.481736282,plus_di(20.8496) > minus_di(20.4779)
48,SETT,2018-10-08T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,-33528.05082664266,9695376.724577842,"(KRW-ETH:8,381,169(=256450.0x32.681))"
49,SETT,2018-10-09T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,122310.4640806783,9817687.18865852,"(KRW-ETH:8,503,724(=260200.0x32.681))"
50,SETT,2018-10-09T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,40770.15469355881,9858457.34335208,"(KRW-ETH:8,544,576(=261450.0x32.681))"
51,SETT,2018-10-09T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,-42400.96088130213,9816056.382470777,"(KRW-ETH:8,502,090(=260150.0x32.681))"
52,SETT,2018-10-09T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,-19569.674252908677,9796486.708217869,"(KRW-ETH:8,482,482(=259550.0x32.681))"
53,SETT,2018-10-09T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,27723.705191621557,9824210.41340949,"(KRW-ETH:8,510,261(=260400.0x32.681))"
54,SETT,2018-10-09T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,-71755.47226066515,9752454.941148825,"(KRW-ETH:8,438,361(=258200.0x32.681))"
55,SETT,2018-10-10T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,14677.255689680576,9767132.196838506,"(KRW-ETH:8,453,068(=258650.0x32.681))"
56,SETT,2018-10-10T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,8154.030938711017,9775286.227777217,"(KRW-ETH:8,461,239(=258900.0x32.681))"
57,SETT,2018-10-10T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,1330971.787647251,-16308.061877422035,9758978.165899795,"(KRW-ETH:8,444,898(=258400.0x32.681))"
58,SELL,2018-10-10T12:59:00,KRW-ETH,8319935.600679227,255600.0,32.6158486216351,16675.307010705077,8847000.42858754,9650907.388326477,-61163.07200729754,9681139.786881793,plus_di(20.2118) < minus_di(21.2487)
59,SETT,2018-10-10T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-107967.09873934649,9651011.067160448,(KRW-ETH:103(=255600.0x0.000))
60,SETT,2018-10-10T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.060844385996460915,9651011.006316062,(KRW-ETH:103(=255450.0x0.000))
61,SETT,2018-10-10T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.10140730999410152,9651011.107723372,(KRW-ETH:103(=255700.0x0.000))
62,SETT,2018-10-11T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.6490067858248949,9651010.458716586,(KRW-ETH:103(=254100.0x0.000))
63,SETT,2018-10-11T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.6895697098225355,9651011.148286296,(KRW-ETH:103(=255800.0x0.000))
64,SETT,2018-10-11T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.020281461998820305,9651011.128004834,(KRW-ETH:103(=255750.0x0.000))
65,SETT,2018-10-11T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-7.909770196303725,9651003.218234638,(KRW-ETH:96(=236250.0x0.000))
66,SETT,2018-10-11T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-2.4134939834475517,9651000.804740654,(KRW-ETH:93(=230300.0x0.000))
67,SETT,2018-10-11T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.6287253238260746,9651000.17601533,(KRW-ETH:92(=228750.0x0.000))
68,SETT,2018-10-12T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.9532287158071995,9651001.129244046,(KRW-ETH:93(=231100.0x0.000))
69,SETT,2018-10-12T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-4.25910702906549,9650996.870137017,(KRW-ETH:89(=220600.0x0.000))
70,SETT,2018-10-12T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,2.048427665606141,9650998.918564683,(KRW-ETH:91(=225650.0x0.000))
71,SETT,2018-10-12T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.7706955578178167,9650999.68926024,(KRW-ETH:92(=227550.0x0.000))
72,SETT,2018-10-12T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.8315399438142776,9650998.857720297,(KRW-ETH:91(=225500.0x0.000))
73,SETT,2018-10-13T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.6084438618272543,9650999.466164159,(KRW-ETH:92(=227000.0x0.000))
74,SETT,2018-10-13T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.9126657918095589,9650998.553498367,(KRW-ETH:91(=224750.0x0.000))
75,SETT,2018-10-13T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.3853477779775858,9650998.938846145,(KRW-ETH:91(=225700.0x0.000))
76,SETT,2018-10-13T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,1.5211096536368132,9651000.459955798,(KRW-ETH:93(=229450.0x0.000))
77,SETT,2018-10-14T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.3042219299823046,9651000.155733868,(KRW-ETH:92(=228700.0x0.000))
78,SETT,2018-10-14T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.10140730999410152,9651000.054326558,(KRW-ETH:92(=228450.0x0.000))
79,SETT,2018-10-14T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.3042219299823046,9651000.358548488,(KRW-ETH:93(=229200.0x0.000))
80,SETT,2018-10-14T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.18253315798938274,9651000.541081646,(KRW-ETH:93(=229650.0x0.000))
81,SETT,2018-10-14T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.5678809359669685,9650999.97320071,(KRW-ETH:92(=228250.0x0.000))
82,SETT,2018-10-15T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,0.24337754398584366,9651000.216578254,(KRW-ETH:93(=228850.0x0.000))
83,SETT,2018-10-15T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.060844385996460915,9651000.155733868,(KRW-ETH:92(=228700.0x0.000))
84,SETT,2018-10-15T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-2.0687091294676065,9650998.087024739,(KRW-ETH:90(=223600.0x0.000))
85,SETT,2018-10-15T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9650907.388326477,-0.10140730999410152,9650997.985617429,(KRW-ETH:90(=223350.0x0.000))
86,BUY,2018-10-15T16:59:00,KRW-ETH,8829304.214873828,237000.0,37.25444816402459,17660.816860017178,35.396853694692254,803942.3565926328,0.0,9633337.168757413,plus_di(24.7157) > minus_di(24.6107)
87,SETT,2018-10-15T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,803942.356592631,-35316.09688089788,9615681.888736531,"(KRW-ETH:8,829,400(=237000.0x37.255))"
88,SETT,2018-10-15T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,803942.356592631,26026.23490506783,9641708.123641599,"(KRW-ETH:8,855,478(=237700.0x37.255))"
89,SELL,2018-10-16T00:59:00,KRW-ETH,8641885.107966362,232900.0,37.179929949425365,17320.577254806474,8960246.281177044,9445827.464558993,-187419.10690746643,9436968.439479327,plus_di(23.3078) < minus_di(24.1932)
90,SETT,2018-10-16T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9445827.464558993,-195751.54254558496,9445956.581096014,(KRW-ETH:129(=232900.0x0.001))
91,SETT,2018-10-16T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9445827.464558993,-1.3859654050320387,9445955.195130609,(KRW-ETH:127(=230400.0x0.001))
92,SETT,2018-10-16T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9445827.464558993,2.6887728851288557,9445957.883903494,(KRW-ETH:130(=235250.0x0.001))
93,SETT,2018-10-16T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9445827.464558993,-1.1364916320890188,9445956.747411862,(KRW-ETH:129(=233200.0x0.001))
94,BUY,2018-10-16T16:59:00,KRW-ETH,8942323.547432529,234600.0,38.1173211740517,17886.88379410221,35.84995041228831,485617.0333323609,0.0,9428069.86361776,plus_di(23.55) > minus_di(22.9916)
95,SETT,2018-10-16T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,485617.0333323609,-35772.99144757725,9410183.755964285,"(KRW-ETH:8,942,453(=234600.0x38.118))"
96,SETT,2018-10-16T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,485617.0333323609,9510.407845942304,9419694.163810227,"(KRW-ETH:8,951,983(=234850.0x38.118))"
97,SETT,2018-10-17T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,485617.0333323609,-66572.85492159426,9353121.308888633,"(KRW-ETH:8,885,277(=233100.0x38.118))"
98,SETT,2018-10-17T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,485617.0333323609,30433.305107014254,9383554.613995647,"(KRW-ETH:8,915,771(=233900.0x38.118))"
99,SETT,2018-10-17T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,485617.0333323609,32335.38667620346,9415890.00067185,"(KRW-ETH:8,948,171(=234750.0x38.118))"
100,SETT,2018-10-17T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,485617.0333323609,-72279.09962916002,9343610.90104269,"(KRW-ETH:8,875,747(=232850.0x38.118))"
101,SELL,2018-10-17T20:59:00,KRW-ETH,8777504.607968686,231200.0,38.041076997606254,17592.393877881354,8969808.9531683,9263121.641301047,-164818.93946384266,9161199.567700967,plus_di(22.4576) < minus_di(23.0501)
102,SETT,2018-10-17T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-80325.89647304267,9263285.004569648,(KRW-ETH:163(=231200.0x0.001))
103,SETT,2018-10-18T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.3179648406803608,9263285.322534489,(KRW-ETH:164(=231650.0x0.001))
104,SETT,2018-10-18T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.0,9263285.322534489,(KRW-ETH:164(=231650.0x0.001))
105,SETT,2018-10-18T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.7419179584830999,9263286.064452447,(KRW-ETH:164(=232700.0x0.001))
106,SETT,2018-10-18T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.1413177065551281,9263285.92313474,(KRW-ETH:164(=232500.0x0.001))
107,SETT,2018-10-18T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.49461197294294834,9263285.428522767,(KRW-ETH:164(=231800.0x0.001))
108,SETT,2018-10-19T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.6712591052055359,9263284.757263662,(KRW-ETH:163(=230850.0x0.001))
109,SETT,2018-10-19T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-1.554494770243764,9263283.202768892,(KRW-ETH:161(=228650.0x0.001))
110,SETT,2018-10-19T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.5299413986504078,9263283.73271029,(KRW-ETH:162(=229400.0x0.001))
111,SETT,2018-10-19T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-1.7311419025063515,9263282.001568388,(KRW-ETH:160(=226950.0x0.001))
112,SETT,2018-10-19T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,1.3778476361185312,9263283.379416024,(KRW-ETH:162(=228900.0x0.001))
113,SETT,2018-10-20T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.2473059855401516,9263283.132110039,(KRW-ETH:161(=228550.0x0.001))
114,SETT,2018-10-20T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.10598828084766865,9263283.026121758,(KRW-ETH:161(=228400.0x0.001))
115,SETT,2018-10-20T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.38862369395792484,9263283.414745452,(KRW-ETH:162(=228950.0x0.001))
116,SETT,2018-10-20T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.1059882789850235,9263283.52073373,(KRW-ETH:162(=229100.0x0.001))
117,SETT,2018-10-20T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,1.0952122248709202,9263284.615945956,(KRW-ETH:163(=230650.0x0.001))
118,SETT,2018-10-20T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.45928254537284374,9263285.075228501,(KRW-ETH:163(=231300.0x0.001))
119,SETT,2018-10-21T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-1.1305416505783796,9263283.94468685,(KRW-ETH:162(=229700.0x0.001))
120,SETT,2018-10-21T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.6359296794980764,9263284.58061653,(KRW-ETH:163(=230600.0x0.001))
121,SETT,2018-10-21T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.1059882789850235,9263284.686604809,(KRW-ETH:163(=230750.0x0.001))
122,SETT,2018-10-21T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.9185650907456875,9263285.6051699,(KRW-ETH:164(=232050.0x0.001))
123,SETT,2018-10-21T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.2473059855401516,9263285.357863914,(KRW-ETH:164(=231700.0x0.001))
124,SETT,2018-10-21T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.7419179584830999,9263284.615945956,(KRW-ETH:163(=230650.0x0.001))
125,SETT,2018-10-22T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.5652708262205124,9263285.181216782,(KRW-ETH:163(=231450.0x0.001))
126,SETT,2018-10-22T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.9538945183157921,9263284.227322264,(KRW-ETH:162(=230100.0x0.001))
127,SETT,2018-10-22T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.3179648406803608,9263283.909357423,(KRW-ETH:162(=229650.0x0.001))
128,SETT,2018-10-22T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.1766471341252327,9263284.086004557,(KRW-ETH:162(=229900.0x0.001))
129,SETT,2018-10-22T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.0353294275701046,9263284.05067513,(KRW-ETH:162(=229850.0x0.001))
130,SETT,2018-10-23T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.812576811760664,9263283.238098318,(KRW-ETH:161(=228700.0x0.001))
131,SETT,2018-10-23T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.17664713226258755,9263283.061451185,(KRW-ETH:161(=228450.0x0.001))
132,SETT,2018-10-23T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.6006002519279718,9263283.662051437,(KRW-ETH:162(=229300.0x0.001))
133,SETT,2018-10-23T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.6006002519279718,9263283.061451185,(KRW-ETH:161(=228450.0x0.001))
134,SETT,2018-10-23T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.2473059855401516,9263282.8141452,(KRW-ETH:161(=228100.0x0.001))
135,SETT,2018-10-23T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.9892239458858967,9263281.824921254,(KRW-ETH:160(=226700.0x0.001))
136,SETT,2018-10-24T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.3886236920952797,9263282.213544946,(KRW-ETH:160(=227250.0x0.001))
137,SETT,2018-10-24T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,1.2365299314260483,9263283.450074878,(KRW-ETH:162(=229000.0x0.001))
138,SETT,2018-10-24T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.3886236920952797,9263283.061451185,(KRW-ETH:161(=228450.0x0.001))
139,SETT,2018-10-24T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.1413177065551281,9263283.202768892,(KRW-ETH:161(=228650.0x0.001))
140,SETT,2018-10-24T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,-0.1766471341252327,9263283.026121758,(KRW-ETH:161(=228400.0x0.001))
141,SETT,2018-10-24T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,9263121.641301047,0.10598828084766865,9263283.132110039,(KRW-ETH:161(=228550.0x0.001))
