,order,date,market,evaluated_market_balance,price,vol,fee,market_cash_bal,cash_bal,profit,evaluated_balance,desc
2763,SETT,2020-02-07T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,549002.1089332625,40602882.002383575,"(KRW-ETH:40,684,005(=258850.0x157.172))"
2764,SETT,2020-02-08T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,62743.0981638059,40665625.10054738,"(KRW-ETH:40,746,874(=259250.0x157.172))"
2765,SETT,2020-02-08T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-86271.75997523218,40579353.34057215,"(KRW-ETH:40,660,429(=258700.0x157.172))"
2766,SETT,2020-02-08T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,501944.7853104174,41081298.125882566,"(KRW-ETH:41,163,380(=261900.0x157.172))"
2767,SETT,2020-02-08T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-1450934.1450379193,39630363.98084465,"(KRW-ETH:39,709,538(=252650.0x157.172))"
2768,SETT,2020-02-08T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,745074.2906951457,40375438.27153979,"(KRW-ETH:40,456,105(=257400.0x157.172))"
2769,SETT,2020-02-08T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1043104.006973207,41418542.278513,"(KRW-ETH:41,501,300(=264050.0x157.172))"
2770,SETT,2020-02-09T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-282343.9417371005,41136198.3367759,"(KRW-ETH:41,218,390(=262250.0x157.172))"
2771,SETT,2020-02-09T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,133329.0835980773,41269527.420373976,"(KRW-ETH:41,351,987(=263100.0x157.172))"
2772,SETT,2020-02-09T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-329401.2653599605,40940126.155014016,"(KRW-ETH:41,021,925(=261000.0x157.172))"
2773,SETT,2020-02-09T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1011732.4578913078,41951858.61290532,"(KRW-ETH:42,035,685(=267450.0x157.172))"
2774,SETT,2020-02-09T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-125486.1963276118,41826372.41657771,"(KRW-ETH:41,909,948(=266650.0x157.172))"
2775,SETT,2020-02-09T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-250972.39265520126,41575400.02392251,"(KRW-ETH:41,658,472(=265050.0x157.172))"
2776,SETT,2020-02-10T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-86271.75997523218,41489128.26394728,"(KRW-ETH:41,572,028(=264500.0x157.172))"
2777,SETT,2020-02-10T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-196072.18176187575,41293056.0821854,"(KRW-ETH:41,375,562(=263250.0x157.172))"
2778,SETT,2020-02-10T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,462730.3489580378,41755786.43114344,"(KRW-ETH:41,839,220(=266200.0x157.172))"
2779,SETT,2020-02-10T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-501944.7853104174,41253841.64583302,"(KRW-ETH:41,336,269(=263000.0x157.172))"
2780,SETT,2020-02-10T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-164700.63267997652,41089141.01315305,"(KRW-ETH:41,171,239(=261950.0x157.172))"
2781,SETT,2020-02-10T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-948989.3597275093,40140151.65342554,"(KRW-ETH:40,220,347(=255900.0x157.172))"
2782,SETT,2020-02-11T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,713702.7416132465,40853854.39503878,"(KRW-ETH:40,935,480(=260450.0x157.172))"
2783,SETT,2020-02-11T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,70585.98543427885,40924440.38047306,"(KRW-ETH:41,006,208(=260900.0x157.172))"
2784,SETT,2020-02-11T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-925460.697916083,39998979.68255698,"(KRW-ETH:40,078,892(=255000.0x157.172))"
2785,SETT,2020-02-11T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,101957.53451618552,40100937.217073165,"(KRW-ETH:40,181,054(=255650.0x157.172))"
2786,SETT,2020-02-11T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,745074.2906951457,40846011.50776831,"(KRW-ETH:40,927,622(=260400.0x157.172))"
2787,SETT,2020-02-12T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,894089.1488341838,41740100.656602494,"(KRW-ETH:41,823,503(=266100.0x157.172))"
2788,SETT,2020-02-12T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1380348.1596036404,43120448.816206135,"(KRW-ETH:43,206,618(=274900.0x157.172))"
2789,SETT,2020-02-12T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-227443.73084378242,42893005.08536235,"(KRW-ETH:42,978,718(=273450.0x157.172))"
2790,SETT,2020-02-12T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1121532.8796779662,44014537.96504032,"(KRW-ETH:44,102,499(=280600.0x157.172))"
2791,SETT,2020-02-12T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1521520.1304721907,45536058.09551251,"(KRW-ETH:45,627,069(=290300.0x157.172))"
2792,SETT,2020-02-12T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,392144.3635237664,45928202.459036276,"(KRW-ETH:46,019,999(=292800.0x157.172))"
2793,SETT,2020-02-13T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-235286.61811425537,45692915.84092202,"(KRW-ETH:45,784,241(=291300.0x157.172))"
2794,SETT,2020-02-13T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1968564.70488929,47661480.54581131,"(KRW-ETH:47,756,751(=303850.0x157.172))"
2795,SETT,2020-02-13T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-196072.1817618832,47465408.36404943,"(KRW-ETH:47,560,286(=302600.0x157.172))"
2796,SETT,2020-02-13T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,792131.6143179983,48257539.978367426,"(KRW-ETH:48,354,005(=307650.0x157.172))"
2797,SETT,2020-02-13T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-776445.839777045,47481094.13859038,"(KRW-ETH:47,576,003(=302700.0x157.172))"
2798,SETT,2020-02-13T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,70585.98543427885,47551680.12402466,"(KRW-ETH:47,646,730(=303150.0x157.172))"
2799,SETT,2020-02-14T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1105847.1051370054,48657527.229161665,"(KRW-ETH:48,754,794(=310200.0x157.172))"
2800,SETT,2020-02-14T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-109800.42178665102,48547726.807375014,"(KRW-ETH:48,644,773(=309500.0x157.172))"
2801,SETT,2020-02-14T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-258815.27992568165,48288911.52744933,"(KRW-ETH:48,385,439(=307850.0x157.172))"
2802,SETT,2020-02-14T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-627430.9816380218,47661480.54581131,"(KRW-ETH:47,756,751(=303850.0x157.172))"
2803,SETT,2020-02-14T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1380348.1596036404,49041828.70541495,"(KRW-ETH:49,139,866(=312650.0x157.172))"
2804,SETT,2020-02-15T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,290186.8290075883,49332015.53442254,"(KRW-ETH:49,430,634(=314500.0x157.172))"
2805,SETT,2020-02-15T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1341133.7232512683,50673149.25767381,"(KRW-ETH:50,774,456(=323050.0x157.172))"
2806,SETT,2020-02-15T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,596059.4325561151,51269208.69022992,"(KRW-ETH:51,371,710(=326850.0x157.172))"
2807,SETT,2020-02-15T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-266658.16719614714,51002550.523033775,"(KRW-ETH:51,104,517(=325150.0x157.172))"
2808,SETT,2020-02-15T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-313715.4908190146,50688835.03221476,"(KRW-ETH:50,790,173(=323150.0x157.172))"
2809,SETT,2020-02-15T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,462730.3489580378,51151565.3811728,"(KRW-ETH:51,253,831(=326100.0x157.172))"
2810,SETT,2020-02-16T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-1113689.9924074858,50037875.38876531,"(KRW-ETH:50,137,909(=319000.0x157.172))"
2811,SETT,2020-02-16T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-1082318.4433255792,48955556.94543973,"(KRW-ETH:49,053,421(=312100.0x157.172))"
2812,SETT,2020-02-16T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-737231.4034246802,48218325.54201505,"(KRW-ETH:48,314,712(=307400.0x157.172))"
2813,SETT,2020-02-16T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,1396033.9341445938,49614359.47615965,"(KRW-ETH:49,713,544(=316300.0x157.172))"
2814,SETT,2020-02-16T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-180386.40722092986,49433973.06893872,"(KRW-ETH:49,532,796(=315150.0x157.172))"
2815,SETT,2020-02-16T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-1035261.119702734,48398711.94923598,"(KRW-ETH:48,495,460(=308550.0x157.172))"
2816,SETT,2020-02-17T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,254.60313316434622,-1223490.4141941443,47175221.53504184,"(KRW-ETH:47,269,517(=300750.0x157.172))"
2817,SELL,2020-02-17T04:59:00,KRW-ETH,45714875.59091871,292050.0,156.84471853576147,91624.45745043068,45714976.41375945,45715130.19405188,20828735.90676533,67912332.98435675,plus_di(22.5282) < minus_di(23.036)
2818,SETT,2020-02-17T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,45715130.19405188,-1456103.570680648,45719117.96436119,"(KRW-ETH:3,995(=292050.0x0.014))"
2820,SETT,2020-02-17T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,336.68593878299,-182339.4559608251,45536778.508400366,"(KRW-ETH:45,627,708(=305050.0x149.575))"
2819,BUY,2020-02-17T08:59:00,KRW-ETH,45623535.026470594,305050.0,149.56084257161316,91258.48164249603,182.90564635396004,336.68593878299,0.0,45627859.48271869,plus_di(22.9063) > minus_di(21.8362)
2821,SETT,2020-02-17T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,336.68593878299,-2052535.8959477097,43484242.612452656,"(KRW-ETH:43,571,058(=291300.0x149.575))"
2822,SELL,2020-02-17T16:59:00,KRW-ETH,43445094.75776967,291650.0,149.26168347755484,87075.22845920095,43445228.08540142,43445431.44370845,-2178440.2687009275,41218727.11529253,plus_di(21.0086) < minus_di(21.6553)
2823,SETT,2020-02-17T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43445431.44370845,-34654.68796209991,43449587.924490556,"(KRW-ETH:4,164(=291650.0x0.014))"
2824,SETT,2020-02-17T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43445431.44370845,0.7125802785158157,43449588.637070835,"(KRW-ETH:4,165(=291700.0x0.014))"
2825,BUY,2020-02-18T00:59:00,KRW-ETH,43358326.76249023,300700.0,144.19130948616638,86727.49852917645,173.8243820220232,377.18268904834986,0.0,43362861.13854166,plus_di(21.2554) > minus_di(20.1151)
2826,SETT,2020-02-18T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-173326.73260767758,43276261.90446316,"(KRW-ETH:43,362,620(=300700.0x144.206))"
2827,SETT,2020-02-18T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,762760.8547569141,44039022.75922007,"(KRW-ETH:44,126,910(=306000.0x144.206))"
2828,SETT,2020-02-18T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,1273666.7103016302,45312689.4695217,"(KRW-ETH:45,403,129(=314850.0x144.206))"
2829,SETT,2020-02-18T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,165504.71376800537,45478194.18328971,"(KRW-ETH:45,568,966(=316000.0x144.206))"
2830,SETT,2020-02-18T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,115133.71392557025,45593327.89721528,"(KRW-ETH:45,684,330(=316800.0x144.206))"
2831,SETT,2020-02-18T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-359792.85601741076,45233535.041197866,"(KRW-ETH:45,323,816(=314300.0x144.206))"
2832,SETT,2020-02-19T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,949853.139885962,46183388.18108383,"(KRW-ETH:46,275,573(=320900.0x144.206))"
2833,SETT,2020-02-19T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,1547109.2808748633,47730497.46195869,"(KRW-ETH:47,825,783(=331650.0x144.206))"
2834,SETT,2020-02-19T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-374184.5702581033,47356312.89170059,"(KRW-ETH:47,450,849(=329050.0x144.206))"
2835,SETT,2020-02-19T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-122329.57104592025,47233983.32065467,"(KRW-ETH:47,328,274(=328200.0x144.206))"
2836,SETT,2020-02-19T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-561276.8553871587,46672706.46526751,"(KRW-ETH:46,765,872(=324300.0x144.206))"
2837,SETT,2020-02-19T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,877894.5686824843,47550601.03394999,"(KRW-ETH:47,645,526(=330400.0x144.206))"
2838,SETT,2020-02-20T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-316617.71329532564,47233983.32065467,"(KRW-ETH:47,328,274(=328200.0x144.206))"
2839,SETT,2020-02-20T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-431751.42722088844,46802231.89343378,"(KRW-ETH:46,895,657(=325200.0x144.206))"
2840,SETT,2020-02-20T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-2446591.42091839,44355640.47251539,"(KRW-ETH:44,444,162(=308200.0x144.206))"
2841,SETT,2020-02-20T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,489318.28418367356,44844958.75669906,"(KRW-ETH:44,934,461(=311600.0x144.206))"
2842,SETT,2020-02-20T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,7195.857120350003,44852154.61381941,"(KRW-ETH:44,941,672(=311650.0x144.206))"
2843,SETT,2020-02-20T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,377.1826890408993,-1129749.5678946674,43722405.045924746,"(KRW-ETH:43,809,658(=303800.0x144.206))"
2844,SELL,2020-02-21T00:59:00,KRW-ETH,43809770.705384806,305050.0,143.90289080133374,87806.13356204884,43809920.06972966,43810147.88807385,451443.942894578,44086042.85525727,plus_di(20.5201) < minus_di(21.2625)
2845,SETT,2020-02-21T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43810147.88807385,92265.92867628485,43814670.97460103,"(KRW-ETH:4,532(=305050.0x0.015))"
2846,SETT,2020-02-21T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43810147.88807385,17.792833417654037,43814688.76743445,"(KRW-ETH:4,549(=306250.0x0.015))"
2848,SETT,2020-02-21T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,-174871.73666007817,43639817.03077437,"(KRW-ETH:43,726,878(=308900.0x141.557))"
2847,BUY,2020-02-21T08:59:00,KRW-ETH,43722289.2716312,308900.0,141.5418882215319,87455.51458360378,175.28351485729218,403.10185904055834,0.0,43727233.252850845,plus_di(20.5219) > minus_di(20.0969)
2849,SETT,2020-02-21T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,550967.0259720609,44190784.05674643,"(KRW-ETH:44,278,949(=312800.0x141.557))"
2850,SETT,2020-02-21T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,-275483.51298603415,43915300.5437604,"(KRW-ETH:44,002,914(=310850.0x141.557))"
2851,SETT,2020-02-21T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,211910.39460463822,44127210.938365035,"(KRW-ETH:44,215,249(=312350.0x141.557))"
2852,SETT,2020-02-22T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,395566.06992865354,44522777.00829369,"(KRW-ETH:44,611,608(=315150.0x141.557))"
2853,SETT,2020-02-22T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,-49445.75874107331,44473331.249552615,"(KRW-ETH:44,562,063(=314800.0x141.557))"
2854,SETT,2020-02-22T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,-56509.4385612458,44416821.81099137,"(KRW-ETH:44,505,440(=314400.0x141.557))"
2855,SETT,2020-02-22T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,403.10185904055834,-303738.2322666496,44113083.57872472,"(KRW-ETH:44,201,093(=312250.0x141.557))"
2856,SELL,2020-02-22T16:59:00,KRW-ETH,43420674.580813654,308000.0,141.2587690419152,87026.28409622247,43420834.20914984,43421077.682672694,-301614.6908175498,43724442.60381094,plus_di(19.3749) < minus_di(20.1307)
2857,SETT,2020-02-22T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43421077.682672694,-687264.9944737256,43425818.584250994,"(KRW-ETH:4,750(=308000.0x0.015))"
2858,SETT,2020-02-22T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43421077.682672694,57.72201596945524,43425876.30626696,"(KRW-ETH:4,808(=311750.0x0.015))"
2859,SETT,2020-02-23T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43421077.682672694,-14.622910715639591,43425861.68335625,"(KRW-ETH:4,793(=310800.0x0.015))"
2860,SETT,2020-02-23T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,43421077.682672694,0.0,43425861.68335625,"(KRW-ETH:4,793(=310800.0x0.015))"
2861,BUY,2020-02-23T12:59:00,KRW-ETH,43333981.68009266,315400.0,137.3937275843141,86678.80227506606,173.7267821058631,417.20030496269464,0.0,43339182.88108118,plus_di(19.8194) > minus_di(19.2489)
2862,SETT,2020-02-23T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-173286.79887720942,43252574.88447904,"(KRW-ETH:43,338,846(=315400.0x137.409))"
2863,SETT,2020-02-23T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,630817.7721851692,43883392.65666421,"(KRW-ETH:43,970,928(=320000.0x137.409))"
2864,SETT,2020-02-23T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-233128.30711191148,43650264.349552296,"(KRW-ETH:43,737,332(=318300.0x137.409))"
2865,SETT,2020-02-24T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,82280.57898067683,43732544.92853297,"(KRW-ETH:43,819,778(=318900.0x137.409))"
2866,SETT,2020-02-24T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,260555.16677212715,43993100.0953051,"(KRW-ETH:44,080,855(=320800.0x137.409))"
2867,SETT,2020-02-24T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,507396.9037141651,44500496.999019265,"(KRW-ETH:44,589,269(=324500.0x137.409))"
2868,SETT,2020-02-24T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-685671.4915056154,43814825.50751365,"(KRW-ETH:43,902,223(=319500.0x137.409))"
2869,SETT,2020-02-24T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-61710.43423550576,43753115.073278144,"(KRW-ETH:43,840,389(=319050.0x137.409))"
2870,SETT,2020-02-24T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,815949.0748916715,44569064.148169816,"(KRW-ETH:44,657,974(=325000.0x137.409))"
2871,SETT,2020-02-25T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-555393.9081195369,44013670.24005028,"(KRW-ETH:44,101,467(=320950.0x137.409))"
2872,SETT,2020-02-25T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-301695.4562624693,43711974.78378781,"(KRW-ETH:43,799,166(=318750.0x137.409))"
2873,SETT,2020-02-25T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,171417.87287639827,43883392.65666421,"(KRW-ETH:43,970,928(=320000.0x137.409))"
2874,SETT,2020-02-25T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-761095.3555712327,43122297.301092975,"(KRW-ETH:43,208,307(=314450.0x137.409))"
2875,SETT,2020-02-25T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-781665.5003163964,42340631.80077658,"(KRW-ETH:42,425,075(=308750.0x137.409))"
2876,SETT,2020-02-25T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,973653.5179379731,43314285.31871455,"(KRW-ETH:43,400,680(=315850.0x137.409))"
2877,SETT,2020-02-26T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,417.20030496269464,-1474193.7067370713,41840091.61197748,"(KRW-ETH:41,923,531(=305100.0x137.409))"
2878,SELL,2020-02-26T08:59:00,KRW-ETH,41053390.09653864,300000.0,137.11890576353076,82281.63252058506,41053555.307859406,41053807.2968436,-2280591.583554022,39477218.39590287,plus_di(19.3437) < minus_di(20.4097)
2879,SETT,2020-02-26T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-781501.9700105786,41058589.6419669,"(KRW-ETH:4,791(=300000.0x0.016))"
2880,SETT,2020-02-26T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-162.59973419457674,41058427.04223271,"(KRW-ETH:4,629(=289800.0x0.016))"
2881,SETT,2020-02-26T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,3.1882300823926926,41058430.23046279,"(KRW-ETH:4,632(=290000.0x0.016))"
2882,SETT,2020-02-26T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-58.98225651681423,41058371.24820627,"(KRW-ETH:4,573(=286300.0x0.016))"
2883,SETT,2020-02-27T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-144.26741122454405,41058226.98079505,"(KRW-ETH:4,428(=277250.0x0.016))"
2884,SETT,2020-02-27T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,59.779314041137695,41058286.76010909,"(KRW-ETH:4,488(=281000.0x0.016))"
2885,SETT,2020-02-27T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-113.97922543436289,41058172.780883655,"(KRW-ETH:4,374(=273850.0x0.016))"
2886,SETT,2020-02-27T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-119.55862808227539,41058053.22225557,"(KRW-ETH:4,254(=266350.0x0.016))"
2887,SETT,2020-02-27T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,125.13803072273731,41058178.360286295,"(KRW-ETH:4,379(=274200.0x0.016))"
2888,SETT,2020-02-27T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,12.75292032957077,41058191.113206625,"(KRW-ETH:4,392(=275000.0x0.016))"
2889,SETT,2020-02-28T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,77.3145794942975,41058268.42778612,"(KRW-ETH:4,470(=279850.0x0.016))"
2890,SETT,2020-02-28T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,74.12634941190481,41058342.55413553,"(KRW-ETH:4,544(=284500.0x0.016))"
2891,SETT,2020-02-28T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-137.89095105230808,41058204.66318448,"(KRW-ETH:4,406(=275850.0x0.016))"
2892,SETT,2020-02-28T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,59.779314041137695,41058264.44249852,"(KRW-ETH:4,466(=279600.0x0.016))"
2893,SETT,2020-02-28T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-149.0497563481331,41058115.39274217,"(KRW-ETH:4,316(=270250.0x0.016))"
2894,SETT,2020-02-28T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-31.882300816476345,41058083.510441355,"(KRW-ETH:4,284(=268250.0x0.016))"
2895,SETT,2020-02-29T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,116.3703979998827,41058199.880839355,"(KRW-ETH:4,401(=275550.0x0.016))"
2896,SETT,2020-02-29T04:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-86.87926974147558,41058113.001569614,"(KRW-ETH:4,314(=270100.0x0.016))"
2897,SETT,2020-02-29T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,90.86455734074116,41058203.866126955,"(KRW-ETH:4,405(=275800.0x0.016))"
2898,SETT,2020-02-29T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,34.273473381996155,41058238.13960034,"(KRW-ETH:4,439(=277950.0x0.016))"
2899,SETT,2020-02-29T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-15.941150411963463,41058222.198449925,"(KRW-ETH:4,423(=276950.0x0.016))"
2900,SETT,2020-02-29T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-59.779314041137695,41058162.41913588,"(KRW-ETH:4,363(=273200.0x0.016))"
2901,SETT,2020-03-01T00:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-30.28818577528,41058132.13095011,"(KRW-ETH:4,333(=271300.0x0.016))"
2902,SETT,2020-03-01T08:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-109.99393783509731,41058022.13701227,"(KRW-ETH:4,223(=264400.0x0.016))"
2903,SETT,2020-03-01T12:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,90.0674998164177,41058112.20451209,"(KRW-ETH:4,313(=270050.0x0.016))"
2904,SETT,2020-03-01T16:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,-58.98225651681423,41058053.22225557,"(KRW-ETH:4,254(=266350.0x0.016))"
2905,SETT,2020-03-01T20:59:00,SETT,0.0,0.0,0.0,0.0,0.0,41053807.2968436,74.9234069287777,41058128.1456625,"(KRW-ETH:4,329(=271050.0x0.016))"
